iter	Passed	Remaining
3283	5769	2136
3284	5770	2134
3285	5772	2132
3286	5773	2130
3287	5774	2128
3288	5776	2126
3289	5777	2125
3290	5779	2123
3291	5781	2121
3292	5782	2119
3293	5784	2117
3294	5785	2115
3295	5787	2113
3296	5788	2112
3297	5790	2110
3298	5791	2108
3299	5793	2106
3300	5794	2104
3301	5796	2102
3302	5797	2100
3303	5798	2099
3304	5800	2097
3305	5801	2095
3306	5802	2093
3307	5804	2091
3308	5805	2089
3309	5806	2087
3310	5807	2085
3311	5809	2083
3312	5810	2081
3313	5812	2080
3314	5813	2078
3315	5815	2076
3316	5816	2074
3317	5817	2072
3318	5819	2070
3319	5820	2068
3320	5822	2066
3321	5823	2064
3322	5824	2063
3323	5826	2061
3324	5827	2059
3325	5828	2057
3326	5830	2055
3327	5831	2053
3328	5833	2051
3329	5834	2050
3330	5836	2048
3331	5838	2046
3332	5839	2044
3333	5841	2042
3334	5842	2041
3335	5844	2039
3336	5845	2037
3337	5848	2035
3338	5849	2033
3339	5850	2032
3340	5852	2030
3341	5854	2028
3342	5855	2026
3343	5857	2024
3344	5859	2023
3345	5860	2021
3346	5861	2019
3347	5863	2017
3348	5864	2015
3349	5866	2013
3350	5868	2012
3351	5869	2010
3352	5871	2008
3353	5872	2006
3354	5874	2004
3355	5876	2003
3356	5877	2001
3357	5879	1999
3358	5881	1997
3359	5883	1996
3360	5885	1994
3361	5886	1992
3362	5887	1990
3363	5889	1988
3364	5890	1986
3365	5892	1985
3366	5894	1983
3367	5895	1981
3368	5896	1979
3369	5898	1977
3370	5900	1976
3371	5901	1974
3372	5903	1972
3373	5904	1970
3374	5906	1968
3375	5907	1966
3376	5908	1964
3377	5910	1963
3378	5912	1961
3379	5913	1959
3380	5914	1957
3381	5916	1955
3382	5918	1954
3383	5920	1952
3384	5921	1950
3385	5923	1948
3386	5924	1946
3387	5926	1945
3388	5927	1943
3389	5929	1941
3390	5930	1939
3391	5932	1937
3392	5934	1936
3393	5935	1934
3394	5936	1932
3395	5938	1930
3396	5940	1928
3397	5941	1926
3398	5943	1925
3399	5945	1923
3400	5947	1921
3401	5948	1919
3402	5950	1918
3403	5951	1916
3404	5953	1914
3405	5954	1912
3406	5956	1910
3407	5957	1909
3408	5959	1907
3409	5961	1905
3410	5962	1903
3411	5963	1901
3412	5965	1899
3413	5967	1898
3414	5968	1896
3415	5969	1894
3416	5970	1892
3417	5972	1890
3418	5973	1888
3419	5974	1886
3420	5976	1885
3421	5978	1883
3422	5979	1881
3423	5980	1879
3424	5982	1877
3425	5983	1875
3426	5984	1873
3427	5985	1871
3428	5987	1870
3429	5989	1868
3430	5990	1866
3431	5992	1864
3432	5993	1862
3433	5994	1860
3434	5996	1859
3435	5997	1857
3436	5998	1855
3437	6000	1853
3438	6001	1851
3439	6003	1849
3440	6004	1848
3441	6006	1846
3442	6008	1844
3443	6010	1842
3444	6011	1841
3445	6013	1839
3446	6014	1837
3447	6015	1835
3448	6017	1833
3449	6018	1831
3450	6020	1830
3451	6021	1828
3452	6023	1826
3453	6024	1824
3454	6026	1822
3455	6027	1820
3456	6028	1818
3457	6029	1816
3458	6031	1815
3459	6033	1813
3460	6034	1811
3461	6036	1809
3462	6037	1807
3463	6039	1806
3464	6041	1804
3465	6042	1802
3466	6043	1800
3467	6045	1799
3468	6047	1797
3469	6048	1795
3470	6049	1793
3471	6051	1791
3472	6053	1789
3473	6054	1788
3474	6055	1786
3475	6057	1784
3476	6058	1782
3477	6060	1780
3478	6061	1778
3479	6062	1777
3480	6064	1775
3481	6065	1773
3482	6067	1771
3483	6069	1769
3484	6070	1768
3485	6071	1766
3486	6073	1764
3487	6074	1762
3488	6076	1760
3489	6078	1759
3490	6079	1757
3491	6081	1755
3492	6082	1753
3493	6084	1751
3494	6085	1749
3495	6086	1748
3496	6088	1746
3497	6089	1744
3498	6091	1742
3499	6092	1740
3500	6094	1739
3501	6095	1737
3502	6097	1735
3503	6098	1733
3504	6100	1731
3505	6101	1729
3506	6103	1728
3507	6104	1726
3508	6105	1724
3509	6107	1722
3510	6109	1720
3511	6110	1719
3512	6112	1717
3513	6113	1715
3514	6114	1713
3515	6116	1711
3516	6117	1709
3517	6119	1708
3518	6120	1706
3519	6122	1704
3520	6123	1702
3521	6125	1700
3522	6126	1699
3523	6128	1697
3524	6129	1695
3525	6131	1693
3526	6132	1691
3527	6134	1690
3528	6136	1688
3529	6137	1686
3530	6139	1684
3531	6140	1682
3532	6142	1681
3533	6143	1679
3534	6145	1677
3535	6146	1675
3536	6147	1673
3537	6149	1672
3538	6150	1670
3539	6152	1668
3540	6153	1666
3541	6155	1664
3542	6156	1662
3543	6157	1661
3544	6159	1659
3545	6161	1657
3546	6162	1655
3547	6164	1654
3548	6165	1652
3549	6167	1650
3550	6169	1648
3551	6170	1646
3552	6172	1645
3553	6173	1643
3554	6175	1641
3555	6176	1639
3556	6177	1637
3557	6179	1636
3558	6181	1634
3559	6182	1632
3560	6183	1630
3561	6185	1628
3562	6187	1627
3563	6188	1625
3564	6189	1623
3565	6191	1621
3566	6192	1619
3567	6194	1618
3568	6196	1616
3569	6198	1614
3570	6199	1612
3571	6201	1611
3572	6202	1609
3573	6204	1607
3574	6205	1605
3575	6207	1603
3576	6209	1602
3577	6211	1600
3578	6212	1598
3579	6214	1596
3580	6215	1595
3581	6217	1593
3582	6218	1591
3583	6219	1589
3584	6221	1587
3585	6223	1586
3586	6224	1584
3587	6225	1582
3588	6226	1580
3589	6229	1578
3590	6230	1577
3591	6232	1575
3592	6233	1573
3593	6235	1571
3594	6237	1570
3595	6239	1568
3596	6240	1566
3597	6242	1564
3598	6243	1563
3599	6245	1561
3600	6247	1559
3601	6248	1557
3602	6250	1556
3603	6251	1554
3604	6252	1552
3605	6255	1550
3606	6256	1549
3607	6258	1547
3608	6259	1545
3609	6272	1546
3610	6273	1544
3611	6275	1542
3612	6276	1540
3613	6278	1539
3614	6279	1537
3615	6281	1535
3616	6282	1533
3617	6284	1531
3618	6285	1530
3619	6287	1528
3620	6289	1526
3621	6290	1524
3622	6292	1523
3623	6293	1521
3624	6295	1519
3625	6297	1517
3626	6298	1516
3627	6300	1514
3628	6301	1512
3629	6302	1510
3630	6304	1508
3631	6306	1507
3632	6307	1505
3633	6308	1503
3634	6310	1501
3635	6311	1499
3636	6312	1497
3637	6314	1496
3638	6315	1494
3639	6316	1492
3640	6318	1490
3641	6319	1488
3642	6321	1487
3643	6322	1485
3644	6323	1483
3645	6324	1481
3646	6326	1479
3647	6328	1478
3648	6329	1476
3649	6331	1474
3650	6332	1472
3651	6334	1470
3652	6336	1469
3653	6337	1467
3654	6338	1465
3655	6340	1463
3656	6341	1461
3657	6343	1460
3658	6344	1458
3659	6345	1456
3660	6347	1454
3661	6349	1452
3662	6350	1451
3663	6352	1449
3664	6354	1447
3665	6355	1445
3666	6357	1444
3667	6358	1442
3668	6360	1440
3669	6362	1438
3670	6363	1437
3671	6365	1435
3672	6366	1433
3673	6368	1431
3674	6369	1429
3675	6371	1428
3676	6372	1426
3677	6373	1424
3678	6375	1422
3679	6376	1420
3680	6378	1419
3681	6379	1417
3682	6381	1415
3683	6382	1413
3684	6383	1411
3685	6385	1410
3686	6386	1408
3687	6387	1406
3688	6389	1404
3689	6391	1403
3690	6392	1401
3691	6394	1399
3692	6396	1397
3693	6397	1395
3694	6399	1394
3695	6400	1392
3696	6402	1390
3697	6403	1388
3698	6404	1386
3699	6406	1385
3700	6407	1383
3701	6409	1381
3702	6410	1379
3703	6412	1377
3704	6413	1376
3705	6415	1374
3706	6416	1372
3707	6418	1370
3708	6419	1369
3709	6421	1367
3710	6423	1365
3711	6425	1363
3712	6426	1362
3713	6428	1360
3714	6429	1358
3715	6431	1356
3716	6432	1355
3717	6434	1353
3718	6436	1351
3719	6437	1349
3720	6439	1348
3721	6440	1346
3722	6442	1344
3723	6444	1342
3724	6445	1341
3725	6447	1339
3726	6448	1337
3727	6450	1335
3728	6452	1334
3729	6453	1332
3730	6455	1330
3731	6456	1328
3732	6458	1326
3733	6459	1325
3734	6461	1323
3735	6462	1321
3736	6464	1319
3737	6465	1318
3738	6467	1316
3739	6469	1314
3740	6470	1312
3741	6471	1310
3742	6473	1309
3743	6474	1307
3744	6476	1305
3745	6477	1303
3746	6479	1302
3747	6480	1300
3748	6482	1298
3749	6483	1296
3750	6485	1295
3751	6486	1293
3752	6488	1291
3753	6489	1289
3754	6491	1287
3755	6492	1286
3756	6494	1284
3757	6496	1282
3758	6498	1280
3759	6499	1279
3760	6500	1277
3761	6501	1275
3762	6503	1273
3763	6504	1271
3764	6505	1270
3765	6507	1268
3766	6508	1266
3767	6509	1264
3768	6511	1262
3769	6513	1261
3770	6514	1259
3771	6516	1257
3772	6518	1255
3773	6519	1254
3774	6521	1252
3775	6523	1250
3776	6524	1249
3777	6526	1247
3778	6527	1245
3779	6530	1243
3780	6531	1242
3781	6533	1240
3782	6534	1238
3783	6536	1236
3784	6537	1235
3785	6539	1233
3786	6540	1231
3787	6542	1229
3788	6544	1227
3789	6545	1226
3790	6546	1224
3791	6548	1222
3792	6550	1221
3793	6552	1219
3794	6555	1217
3795	6568	1218
3796	6573	1217
3797	6577	1215
3798	6582	1214
3799	6584	1213
3800	6593	1212
3801	6597	1211
3802	6600	1209
3803	6602	1207
3804	6603	1206
3805	6605	1204
3806	6608	1202
3807	6612	1201
3808	6614	1200
3809	6617	1198
3810	6619	1196
3811	6621	1195
3812	6624	1193
3813	6625	1191
3814	6627	1190
3815	6629	1188
3816	6631	1186
3817	6633	1184
3818	6634	1183
3819	6636	1181
3820	6637	1179
3821	6639	1177
3822	6641	1176
3823	6643	1174
3824	6645	1172
3825	6648	1171
3826	6650	1169
3827	6652	1167
3828	6655	1166
3829	6658	1164
3830	6659	1163
3831	6661	1161
3832	6663	1159
3833	6665	1157
3834	6667	1156
3835	6668	1154
3836	6670	1152
3837	6671	1150
3838	6673	1149
3839	6675	1147
3840	6677	1145
3841	6678	1143
3842	6680	1142
3843	6682	1140
3844	6683	1138
3845	6685	1136
3846	6687	1135
3847	6688	1133
3848	6690	1131
3849	6692	1129
3850	6694	1128
3851	6695	1126
3852	6697	1124
3853	6698	1122
3854	6700	1121
3855	6702	1119
3856	6704	1117
3857	6706	1115
3858	6708	1114
3859	6710	1112
3860	6711	1110
3861	6713	1109
3862	6715	1107
3863	6717	1105
3864	6718	1103
3865	6720	1102
3866	6722	1100
3867	6724	1098
3868	6725	1096
3869	6727	1095
3870	6729	1093
3871	6731	1091
3872	6732	1089
3873	6735	1088
3874	6736	1086
3875	6738	1084
3876	6739	1083
3877	6741	1081
3878	6743	1079
3879	6745	1077
3880	6747	1076
3881	6748	1074
3882	6750	1072
3883	6751	1070
3884	6753	1069
3885	6754	1067
3886	6756	1065
3887	6757	1063
3888	6759	1061
3889	6761	1060
3890	6762	1058
3891	6763	1056
3892	6765	1054
3893	6766	1053
3894	6768	1051
3895	6770	1049
3896	6771	1047
3897	6773	1046
3898	6775	1044
3899	6776	1042
3900	6778	1040
3901	6780	1039
3902	6781	1037
3903	6783	1035
3904	6785	1033
3905	6786	1032
3906	6788	1030
3907	6789	1028
3908	6791	1026
3909	6793	1025
3910	6794	1023
3911	6795	1021
3912	6797	1019
3913	6798	1017
3914	6800	1016
3915	6801	1014
3916	6803	1012
3917	6805	1010
3918	6807	1009
3919	6808	1007
3920	6810	1005
3921	6812	1003
3922	6814	1002
3923	6815	1000
3924	6817	998
3925	6818	996
3926	6820	995
3927	6821	993
3928	6823	991
3929	6825	989
3930	6826	988
3931	6828	986
3932	6829	984
3933	6831	982
3934	6832	981
3935	6834	979
3936	6836	977
3937	6838	975
3938	6839	974
3939	6841	972
3940	6842	970
3941	6844	968
3942	6846	967
3943	6847	965
3944	6849	963
3945	6851	961
3946	6853	960
3947	6854	958
3948	6856	956
3949	6857	954
3950	6859	953
3951	6861	951
3952	6862	949
3953	6864	947
3954	6865	946
3955	6867	944
3956	6868	942
3957	6869	940
3958	6871	938
3959	6873	937
3960	6874	935
3961	6876	933
3962	6878	932
3963	6879	930
3964	6881	928
3965	6882	926
3966	6884	924
3967	6886	923
3968	6887	921
3969	6889	919
3970	6890	917
3971	6892	916
3972	6894	914
3973	6895	912
3974	6896	910
3975	6898	909
3976	6899	907
3977	6901	905
3978	6903	903
3979	6904	902
3980	6907	900
3981	6908	898
3982	6910	896
3983	6912	895
3984	6913	893
3985	6915	891
3986	6917	890
3987	6919	888
3988	6921	886
3989	6922	884
3990	6924	883
3991	6925	881
3992	6927	879
3993	6928	877
3994	6930	876
3995	6932	874
3996	6934	872
3997	6935	870
3998	6937	869
3999	6939	867
4000	6941	865
4001	6943	863
4002	6944	862
4003	6946	860
4004	6947	858
4005	6949	856
4006	6951	855
4007	6953	853
4008	6954	851
4009	6955	849
4010	6957	848
4011	6959	846
4012	6960	844
4013	6962	842
4014	6964	841
4015	6965	839
4016	6967	837
4017	6968	835
4018	6970	834
4019	6972	832
4020	6974	830
4021	6975	829
4022	6977	827
4023	6978	825
4024	6980	823
4025	6981	821
4026	6983	820
4027	6985	818
4028	6986	816
4029	6987	814
4030	6989	813
4031	6991	811
4032	6992	809
4033	6994	808
4034	6997	806
4035	6998	804
4036	7000	802
4037	7001	801
4038	7003	799
4039	7005	797
4040	7007	795
4041	7008	794
4042	7010	792
4043	7012	790
4044	7013	788
4045	7015	787
4046	7016	785
4047	7017	783
4048	7019	781
4049	7021	780
4050	7022	778
4051	7024	776
4052	7025	774
4053	7027	773
4054	7028	771
4055	7030	769
4056	7032	767
4057	7033	766
4058	7034	764
4059	7036	762
4060	7038	760
4061	7040	759
4062	7041	757
4063	7043	755
4064	7045	753
4065	7046	752
4066	7048	750
4067	7050	748
4068	7051	746
4069	7053	745
4070	7054	743
4071	7056	741
4072	7058	739
4073	7060	738
4074	7062	736
4075	7063	734
4076	7065	733
4077	7067	731
4078	7068	729
4079	7070	727
4080	7072	726
4081	7073	724
4082	7075	722
4083	7077	720
4084	7078	719
4085	7081	717
4086	7082	715
4087	7083	713
4088	7085	712
4089	7087	710
4090	7089	708
4091	7091	707
4092	7093	705
4093	7095	703
4094	7097	701
4095	7099	700
4096	7101	698
4097	7103	696
4098	7105	695
4099	7107	693
4100	7109	691
4101	7110	689
4102	7112	688
4103	7114	686
4104	7116	684
4105	7118	683
4106	7119	681
4107	7121	679
4108	7123	677
4109	7124	676
4110	7125	674
4111	7128	672
4112	7130	670
4113	7132	669
4114	7134	667
4115	7135	665
4116	7137	663
4117	7138	662
4118	7140	660
4119	7141	658
4120	7143	656
4121	7145	655
4122	7147	653
4123	7148	651
4124	7150	650
4125	7151	648
4126	7154	646
4127	7156	644
4128	7157	643
4129	7159	641
4130	7161	639
4131	7162	637
4132	7164	636
4133	7165	634
4134	7167	632
4135	7169	630
4136	7171	629
4137	7172	627
4138	7173	625
4139	7175	623
4140	7177	622
4141	7178	620
4142	7179	618
4143	7181	616
4144	7183	615
4145	7184	613
4146	7186	611
4147	7187	609
4148	7190	608
4149	7191	606
4150	7193	604
4151	7194	603
4152	7196	601
4153	7197	599
4154	7199	597
4155	7200	596
4156	7202	594
4157	7203	592
4158	7205	590
4159	7206	588
4160	7207	587
4161	7209	585
4162	7210	583
4163	7212	581
4164	7214	580
4165	7215	578
4166	7217	576
4167	7219	575
4168	7220	573
4169	7222	571
4170	7224	569
4171	7225	568
4172	7227	566
4173	7228	564
4174	7230	562
4175	7232	561
4176	7234	559
4177	7235	557
4178	7237	555
4179	7239	554
4180	7241	552
4181	7242	550
4182	7244	548
4183	7246	547
4184	7247	545
4185	7248	543
4186	7250	542
4187	7252	540
4188	7253	538
4189	7255	536
4190	7256	535
4191	7258	533
4192	7260	531
4193	7262	529
4194	7263	528
4195	7265	526
4196	7267	524
4197	7269	522
4198	7270	521
4199	7272	519
4200	7273	517
4201	7274	515
4202	7276	514
4203	7278	512
4204	7280	510
4205	7281	509
4206	7283	507
4207	7285	505
4208	7286	503
4209	7289	502
4210	7290	500
4211	7291	498
4212	7293	496
4213	7295	495
4214	7296	493
4215	7298	491
4216	7300	489
4217	7301	488
4218	7304	486
4219	7305	484
4220	7307	482
4221	7308	481
4222	7310	479
4223	7312	477
4224	7314	476
4225	7315	474
4226	7317	472
4227	7319	470
4228	7321	469
4229	7322	467
4230	7324	465
4231	7326	463
4232	7327	462
4233	7329	460
4234	7331	458
4235	7332	457
4236	7334	455
4237	7336	453
4238	7337	451
4239	7338	450
4240	7340	448
4241	7342	446
4242	7343	444
4243	7344	443
4244	7346	441
4245	7348	439
4246	7350	437
4247	7351	436
4248	7352	434
4249	7354	432
4250	7355	430
4251	7357	429
4252	7359	427
4253	7360	425
4254	7362	423
4255	7363	422
4256	7365	420
4257	7366	418
4258	7369	416
4259	7370	415
4260	7371	413
4261	7373	411
4262	7375	410
4263	7376	408
4264	7378	406
4265	7380	404
4266	7381	403
4267	7383	401
4268	7385	399
4269	7387	397
4270	7388	396
4271	7390	394
4272	7392	392
4273	7393	390
4274	7395	389
4275	7396	387
4276	7399	385
4277	7401	384
4278	7402	382
4279	7403	380
4280	7405	378
4281	7407	377
4282	7408	375
4283	7410	373
4284	7412	371
4285	7414	370
4286	7416	368
4287	7418	366
4288	7419	365
4289	7421	363
4290	7423	361
4291	7424	359
4292	7425	358
4293	7427	356
4294	7429	354
4295	7430	352
4296	7431	351
4297	7433	349
4298	7435	347
4299	7437	345
4300	7438	344
4301	7440	342
4302	7442	340
4303	7444	339
4304	7446	337
4305	7447	335
4306	7449	333
4307	7451	332
4308	7453	330
4309	7454	328
4310	7456	326
4311	7457	325
4312	7459	323
4313	7461	321
4314	7462	319
4315	7464	318
4316	7466	316
4317	7467	314
4318	7469	313
4319	7471	311
4320	7473	309
4321	7474	307
4322	7476	306
4323	7478	304
4324	7481	302
4325	7483	301
4326	7485	299
4327	7487	297
4328	7489	295
4329	7490	294
4330	7492	292
4331	7493	290
4332	7495	288
4333	7497	287
4334	7498	285
4335	7500	283
4336	7502	281
4337	7503	280
4338	7505	278
4339	7507	276
4340	7509	275
4341	7510	273
4342	7511	271
4343	7514	269
4344	7515	268
4345	7517	266
4346	7518	264
4347	7520	262
4348	7521	261
4349	7523	259
4350	7524	257
4351	7526	255
4352	7527	254
4353	7529	252
4354	7530	250
4355	7531	248
4356	7533	247
4357	7535	245
4358	7536	243
4359	7538	242
4360	7539	240
4361	7541	238
4362	7542	236
4363	7544	235
4364	7546	233
4365	7547	231
4366	7549	229
4367	7550	228
4368	7552	226
4369	7553	224
4370	7554	222
4371	7556	221
4372	7558	219
4373	7559	217
4374	7560	216
4375	7562	214
4376	7563	212
4377	7565	210
4378	7567	209
4379	7568	207
4380	7570	205
4381	7572	203
4382	7573	202
4383	7575	200
4384	7576	198
4385	7578	196
4386	7579	195
4387	7581	193
4388	7583	191
4389	7584	190
4390	7585	188
4391	7587	186
4392	7589	184
4393	7590	183
4394	7591	181
4395	7593	179
4396	7594	177
4397	7596	176
4398	7597	174
4399	7599	172
4400	7600	170
4401	7602	169
4402	7603	167
4403	7605	165
4404	7607	164
4405	7608	162
4406	7610	160
4407	7611	158
4408	7613	157
4409	7614	155
4410	7615	153
4411	7617	151
4412	7618	150
4413	7620	148
4414	7621	146
4415	7623	145
4416	7624	143
4417	7626	141
4418	7627	139
4419	7629	138
4420	7630	136
4421	7632	134
4422	7633	132
4423	7635	131
4424	7637	129
4425	7638	127
4426	7640	125
4427	7642	124
4428	7643	122
4429	7645	120
4430	7646	119
4431	7647	117
4432	7649	115
4433	7650	113
4434	7652	112
4435	7653	110
4436	7655	108
4437	7657	106
4438	7658	105
4439	7660	103
4440	7662	101
4441	7664	100
4442	7665	98
4443	7667	96
4444	7668	94
4445	7670	93
4446	7671	91
4447	7673	89
4448	7675	87
4449	7676	86
4450	7678	84
4451	7679	82
4452	7681	81
4453	7682	79
4454	7684	77
4455	7685	75
4456	7687	74
4457	7688	72
4458	7690	70
4459	7692	68
4460	7693	67
4461	7695	65
4462	7697	63
4463	7698	62
4464	7700	60
4465	7701	58
4466	7703	56
4467	7704	55
4468	7706	53
4469	7707	51
4470	7708	50
4471	7710	48
4472	7712	46
4473	7713	44
4474	7714	43
4475	7715	41
4476	7717	39
4477	7718	37
4478	7720	36
4479	7721	34
4480	7722	32
4481	7724	31
4482	7726	29
4483	7727	27
4484	7729	25
4485	7730	24
4486	7732	22
4487	7733	20
4488	7735	18
4489	7736	17
4490	7738	15
4491	7740	13
4492	7741	12
4493	7742	10
4494	7744	8
4495	7746	6
4496	7747	5
4497	7748	3
4498	7750	1
4499	7752	0
